run,iteration,topic,num_rel,num_rel_ret,recip_rank,P_5,P_10,P_20,infAP,ndcg,ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,map_cut_5,map_cut_10,map_cut_20,success_1,success_5,success_10
axxxaaaa,1,1,5,5,1.0000,0.4000,0.5000,0.2500,0.6193,0.8112,0.4704,0.8112,0.8112,0.2800,0.6193,0.6193,1.0000,1.0000,1.0000
axxaxa,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4000,0.6060,0.4852,0.6060,0.6060,0.3000,0.4000,0.4000,1.0000,1.0000,1.0000
xxxaaxxa,1,1,5,3,0.2500,0.4000,0.3000,0.1500,0.2050,0.3843,0.2773,0.3843,0.3843,0.1300,0.2050,0.2050,0.0000,1.0000,1.0000
xxaxaxxax,1,all,5,3,0.3333,0.4000,0.3000,0.1500,0.2217,0.4078,0.3008,0.4078,0.4078,0.1467,0.2217,0.2217,0.0000,1.0000,1.0000
xaaxaxxxxa,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4333,0.6128,0.5148,0.6128,0.6128,0.3533,0.4333,0.4333,0.0000,1.0000,1.0000
xaaaaaaxaa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
aaaxaxaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9029,0.9670,0.8539,0.9670,0.9670,0.7600,0.9029,0.9029,1.0000,1.0000,1.0000
aaxaxxxxxx,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.5500,0.6992,0.6992,0.6992,0.6992,0.5500,0.5500,0.5500,1.0000,1.0000,1.0000
aaaaxxaax,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9429,0.9818,0.8688,0.9818,0.9818,0.8000,0.9429,0.9429,1.0000,1.0000,1.0000
axxxxxxx,1,1,5,1,1.0000,0.2000,0.1000,0.0500,0.2000,0.3392,0.3392,0.3392,0.3392,0.2000,0.2000,0.2000,1.0000,1.0000,1.0000
axxxaaaaaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6193,0.8112,0.4704,0.8112,0.8112,0.2800,0.6193,0.6193,1.0000,1.0000,1.0000
xaaaxxxaaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5944,0.7387,0.5296,0.7387,0.7387,0.3833,0.5944,0.5944,0.0000,1.0000,1.0000
aaxaaxxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8350,0.9374,0.8304,0.9374,0.9374,0.7100,0.8350,0.8350,1.0000,1.0000,1.0000
axaxaaaxxx,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
aaaxxaaxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8762,0.9566,0.7227,0.9566,0.9566,0.6000,0.8762,0.8762,1.0000,1.0000,1.0000
axxaxaaxxx,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5143,0.7191,0.4852,0.7191,0.7191,0.3000,0.5143,0.5143,1.0000,1.0000,1.0000
axaaaaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
xaxaaxxaxx,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4200,0.5983,0.4913,0.5983,0.5983,0.3200,0.4200,0.4200,0.0000,1.0000,1.0000
aaaaxaxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xxaaxaxxxa,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3467,0.5345,0.3156,0.5345,0.5345,0.1667,0.3467,0.3467,0.0000,1.0000,1.0000
aaaxxaxxx,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.7333,0.8435,0.7227,0.8435,0.8435,0.6000,0.7333,0.7333,1.0000,1.0000,1.0000
xaaaaaxa,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
xxxxaaaa,1,1,5,4,0.2000,0.2000,0.4000,0.2000,0.2924,0.4721,0.1312,0.4721,0.4721,0.0400,0.2924,0.2924,0.0000,1.0000,1.0000
aaxaxxxxxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6300,0.7973,0.6992,0.7973,0.7973,0.5500,0.6300,0.6300,1.0000,1.0000,1.0000
xaxx,1,all,5,1,0.5000,0.2000,0.1000,0.0500,0.1000,0.2140,0.2140,0.2140,0.2140,0.1000,0.1000,0.1000,0.0000,1.0000,1.0000
xxxaaaaaxx,1,all,5,5,0.2500,0.4000,0.5000,0.2500,0.4693,0.6181,0.2773,0.6181,0.6181,0.1300,0.4693,0.4693,0.0000,1.0000,1.0000
xaax,1,1,5,2,0.5000,0.4000,0.2000,0.1000,0.2333,0.3836,0.3836,0.3836,0.3836,0.2333,0.2333,0.2333,0.0000,1.0000,1.0000
axaxaxaxxx,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5676,0.7530,0.6399,0.7530,0.7530,0.4533,0.5676,0.5676,1.0000,1.0000,1.0000
aaxaxaxxa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7944,0.9221,0.6992,0.9221,0.9221,0.5500,0.7944,0.7944,1.0000,1.0000,1.0000
xaxx,1,1,5,1,0.5000,0.2000,0.1000,0.0500,0.1000,0.2140,0.2140,0.2140,0.2140,0.1000,0.1000,0.1000,0.0000,1.0000,1.0000
axxxxxxxx,1,all,5,1,1.0000,0.2000,0.1000,0.0500,0.2000,0.3392,0.3392,0.3392,0.3392,0.2000,0.2000,0.2000,1.0000,1.0000,1.0000
xaaaaaxxax,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.7100,0.7817,0.6608,0.7817,0.7817,0.5433,0.7100,0.7100,0.0000,1.0000,1.0000
aaxxxxxaxx,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4750,0.6601,0.5531,0.6601,0.6601,0.4000,0.4750,0.4750,1.0000,1.0000,1.0000
axaaxxxa,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.5833,0.7618,0.6548,0.7618,0.7618,0.4833,0.5833,0.5833,1.0000,1.0000,1.0000
xaxaaaxaax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5783,0.7191,0.4913,0.7191,0.7191,0.3200,0.5783,0.5783,0.0000,1.0000,1.0000
xxxaaxx,1,1,5,2,0.2500,0.4000,0.2000,0.1000,0.1300,0.2773,0.2773,0.2773,0.2773,0.1300,0.1300,0.1300,0.0000,1.0000,1.0000
aaxaxxaxax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7754,0.9144,0.6992,0.9144,0.9144,0.5500,0.7754,0.7754,1.0000,1.0000,1.0000
xxaxxxaaxa,1,1,5,4,0.3333,0.2000,0.4000,0.2000,0.2788,0.4877,0.1696,0.4877,0.4877,0.0667,0.2788,0.2788,0.0000,1.0000,1.0000
xaxaaaxxax,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5644,0.7142,0.4913,0.7142,0.7142,0.3200,0.5644,0.5644,0.0000,1.0000,1.0000
xaxxxaaxxa,1,1,5,4,0.5000,0.2000,0.4000,0.2000,0.3324,0.5459,0.2140,0.5459,0.5459,0.1000,0.3324,0.3324,0.0000,1.0000,1.0000
xxaaaxxaxa,1,all,5,5,0.3333,0.6000,0.5000,0.2500,0.4867,0.6519,0.4469,0.6519,0.6519,0.2867,0.4867,0.4867,0.0000,1.0000,1.0000
xxxxxaxxax,1,all,5,2,0.1667,0.0000,0.2000,0.1000,0.0778,0.2229,0.0000,0.2229,0.2229,0.0000,0.0778,0.0778,0.0000,0.0000,1.0000
xaaaaxxaxx,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.6683,0.7678,0.6608,0.7678,0.7678,0.5433,0.6683,0.6683,0.0000,1.0000,1.0000
axxxaaxaxx,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.4800,0.6982,0.4704,0.6982,0.6982,0.2800,0.4800,0.4800,1.0000,1.0000,1.0000
axaxxaaaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6726,0.8496,0.5087,0.8496,0.8496,0.3333,0.6726,0.6726,1.0000,1.0000,1.0000
xaxxaxaxaa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.4546,0.6584,0.3452,0.6584,0.6584,0.1800,0.4546,0.4546,0.0000,1.0000,1.0000
xxaaxxx,1,1,5,2,0.3333,0.4000,0.2000,0.1000,0.1667,0.3156,0.3156,0.3156,0.3156,0.1667,0.1667,0.1667,0.0000,1.0000,1.0000
xaaxaxaaxx,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5926,0.7348,0.5148,0.7348,0.7348,0.3533,0.5926,0.5926,0.0000,1.0000,1.0000
xaaxxxaxax,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.4079,0.5987,0.3836,0.5987,0.5987,0.2333,0.4079,0.4079,0.0000,1.0000,1.0000
axaxaaaxxx,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
axaaxxxxxa,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5633,0.7528,0.6548,0.7528,0.7528,0.4833,0.5633,0.5633,1.0000,1.0000,1.0000
xaaxxxxa,1,all,5,3,0.5000,0.4000,0.3000,0.1500,0.3083,0.4906,0.3836,0.4906,0.4906,0.2333,0.3083,0.3083,0.0000,1.0000,1.0000
xxxaxax,1,all,5,2,0.2500,0.2000,0.2000,0.1000,0.1167,0.2669,0.1461,0.2669,0.2669,0.0500,0.1167,0.1167,0.0000,1.0000,1.0000
xaaaxxxaxx,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4833,0.6366,0.5296,0.6366,0.6366,0.3833,0.4833,0.4833,0.0000,1.0000,1.0000
xxxaaaa,1,1,5,4,0.2500,0.4000,0.4000,0.2000,0.3443,0.5111,0.2773,0.5111,0.5111,0.1300,0.3443,0.3443,0.0000,1.0000,1.0000
a,1,all,5,1,1.0000,0.2000,0.1000,0.0500,0.2000,0.3392,0.3392,0.3392,0.3392,0.2000,0.2000,0.2000,1.0000,1.0000,1.0000
aaxxxxaxaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6746,0.8663,0.5531,0.8663,0.8663,0.4000,0.6746,0.6746,1.0000,1.0000,1.0000
xxxaxaxxax,1,1,5,3,0.2500,0.2000,0.3000,0.1500,0.1833,0.3690,0.1461,0.3690,0.3690,0.0500,0.1833,0.1833,0.0000,1.0000,1.0000
axxaa,1,1,5,3,1.0000,0.6000,0.3000,0.1500,0.4200,0.6164,0.6164,0.6164,0.6164,0.4200,0.4200,0.4200,1.0000,1.0000,1.0000
aaxaxaxaaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8083,0.9270,0.6992,0.9270,0.9270,0.5500,0.8083,0.8083,1.0000,1.0000,1.0000
xaaxaxaaxa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5926,0.7348,0.5148,0.7348,0.7348,0.3533,0.5926,0.5926,0.0000,1.0000,1.0000
aaxaaaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
axaxxaaxax,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6587,0.8447,0.5087,0.8447,0.8447,0.3333,0.6587,0.6587,1.0000,1.0000,1.0000
axxxaxxxax,1,all,5,3,1.0000,0.4000,0.3000,0.1500,0.3467,0.5725,0.4704,0.5725,0.5725,0.2800,0.3467,0.3467,1.0000,1.0000,1.0000
aaaaaaa,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xaxxxaxaxx,1,all,5,3,0.5000,0.2000,0.3000,0.1500,0.2417,0.4418,0.2140,0.4418,0.4418,0.1000,0.2417,0.2417,0.0000,1.0000,1.0000
xaaxaxaa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.5926,0.7348,0.5148,0.7348,0.7348,0.3533,0.5926,0.5926,0.0000,1.0000,1.0000
axaxxaaaax,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6726,0.8496,0.5087,0.8496,0.8496,0.3333,0.6726,0.6726,1.0000,1.0000,1.0000
axaxaaaaxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7295,0.8738,0.6399,0.8738,0.8738,0.4533,0.7295,0.7295,1.0000,1.0000,1.0000
aaaaaaax,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xaxxxxaxax,1,1,5,3,0.5000,0.2000,0.3000,0.1500,0.2238,0.4291,0.2140,0.4291,0.4291,0.1000,0.2238,0.2238,0.0000,1.0000,1.0000
xaxxaxxx,1,all,5,2,0.5000,0.4000,0.2000,0.1000,0.1800,0.3452,0.3452,0.3452,0.3452,0.1800,0.1800,0.1800,0.0000,1.0000,1.0000
axaxaxaxxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.6676,0.8510,0.6399,0.8510,0.8510,0.4533,0.6676,0.6676,1.0000,1.0000,1.0000
axxaxaxxx,1,1,5,3,1.0000,0.4000,0.3000,0.1500,0.4000,0.6060,0.4852,0.6060,0.6060,0.3000,0.4000,0.4000,1.0000,1.0000,1.0000
axxaaaaaaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6962,0.8503,0.6164,0.8503,0.8503,0.4200,0.6962,0.6962,1.0000,1.0000,1.0000
xaaxax,1,1,5,3,0.5000,0.6000,0.3000,0.1500,0.3533,0.5148,0.5148,0.5148,0.5148,0.3533,0.3533,0.3533,0.0000,1.0000,1.0000
aaaaa,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
aaaxxxaxxx,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.7143,0.8358,0.7227,0.8358,0.8358,0.6000,0.7143,0.7143,1.0000,1.0000,1.0000
aaxaxxax,1,all,5,4,1.0000,0.6000,0.4000,0.2000,0.6643,0.8123,0.6992,0.8123,0.8123,0.5500,0.6643,0.6643,1.0000,1.0000,1.0000
xaaxaaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6295,0.7486,0.5148,0.7486,0.7486,0.3533,0.6295,0.6295,0.0000,1.0000,1.0000
aaxxxxxaa,1,1,5,4,1.0000,0.4000,0.4000,0.2000,0.5639,0.7622,0.5531,0.7622,0.7622,0.4000,0.5639,0.5639,1.0000,1.0000,1.0000
axaxxx,1,all,5,2,1.0000,0.4000,0.2000,0.1000,0.3333,0.5087,0.5087,0.5087,0.5087,0.3333,0.3333,0.3333,1.0000,1.0000,1.0000
axaaaxaaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.7862,0.8991,0.7860,0.8991,0.8991,0.6433,0.7862,0.7862,1.0000,1.0000,1.0000
xaxaaaxaxx,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5783,0.7191,0.4913,0.7191,0.7191,0.3200,0.5783,0.5783,0.0000,1.0000,1.0000
axaaxxaaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7226,0.8749,0.6548,0.8749,0.8749,0.4833,0.7226,0.7226,1.0000,1.0000,1.0000
xxxxxxx,1,all,5,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
xaxaaxaxx,1,all,5,4,0.5000,0.6000,0.4000,0.2000,0.4343,0.6043,0.4913,0.6043,0.6043,0.3200,0.4343,0.4343,0.0000,1.0000,1.0000
xxaaaaxxx,1,all,5,4,0.3333,0.6000,0.4000,0.2000,0.4200,0.5677,0.4469,0.5677,0.5677,0.2867,0.4200,0.4200,0.0000,1.0000,1.0000
xaxxxaax,1,all,5,3,0.5000,0.2000,0.3000,0.1500,0.2524,0.4479,0.2140,0.4479,0.4479,0.1000,0.2524,0.2524,0.0000,1.0000,1.0000
axaxxaxxax,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.5222,0.7316,0.5087,0.7316,0.7316,0.3333,0.5222,0.5222,1.0000,1.0000,1.0000
aaaaaxaxxx,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxxaxxaxxx,1,all,5,2,0.2500,0.2000,0.2000,0.1000,0.1071,0.2591,0.1461,0.2591,0.2591,0.0500,0.1071,0.1071,0.0000,1.0000,1.0000
axaaaaxxxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
xaxxaaaaxa,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5193,0.6860,0.3452,0.6860,0.6860,0.1800,0.5193,0.5193,0.0000,1.0000,1.0000
xxaaxxaaxx,1,all,5,4,0.3333,0.4000,0.4000,0.2000,0.3524,0.5357,0.3156,0.5357,0.5357,0.1667,0.3524,0.3524,0.0000,1.0000,1.0000
xxaxaxaxaa,1,all,5,5,0.3333,0.4000,0.5000,0.2500,0.4213,0.6140,0.3008,0.6140,0.6140,0.1467,0.4213,0.4213,0.0000,1.0000,1.0000
aaxxaxaaxx,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7593,0.9044,0.6844,0.9044,0.9044,0.5200,0.7593,0.7593,1.0000,1.0000,1.0000
aaaaxxaaa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9429,0.9818,0.8688,0.9818,0.9818,0.8000,0.9429,0.9429,1.0000,1.0000,1.0000
axaaaaxxaa,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
xaaaxaxxa,1,all,5,5,0.5000,0.6000,0.5000,0.2500,0.6278,0.7525,0.5296,0.7525,0.7525,0.3833,0.6278,0.6278,0.0000,1.0000,1.0000
xxxxxaxax,1,all,5,2,0.1667,0.0000,0.2000,0.1000,0.0833,0.2278,0.0000,0.2278,0.2278,0.0000,0.0833,0.0833,0.0000,0.0000,1.0000
xaxaxx,1,1,5,2,0.5000,0.4000,0.2000,0.1000,0.2000,0.3601,0.3601,0.3601,0.3601,0.2000,0.2000,0.2000,0.0000,1.0000,1.0000
axaxaxaa,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.6926,0.8600,0.6399,0.8600,0.8600,0.4533,0.6926,0.6926,1.0000,1.0000,1.0000
xxaaxaxaxx,1,1,5,4,0.3333,0.4000,0.4000,0.2000,0.3667,0.5435,0.3156,0.5435,0.5435,0.1667,0.3667,0.3667,0.0000,1.0000,1.0000
xxaxxax,1,1,5,2,0.3333,0.2000,0.2000,0.1000,0.1333,0.2904,0.1696,0.2904,0.2904,0.0667,0.1333,0.1333,0.0000,1.0000,1.0000
xxxaxxaxaa,1,1,5,4,0.2500,0.2000,0.4000,0.2000,0.2538,0.4593,0.1461,0.4593,0.4593,0.0500,0.2538,0.2538,0.0000,1.0000,1.0000
xaxaaaaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5962,0.7251,0.4913,0.7251,0.7251,0.3200,0.5962,0.5962,0.0000,1.0000,1.0000
aaxaxaxxax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7944,0.9221,0.6992,0.9221,0.9221,0.5500,0.7944,0.7944,1.0000,1.0000,1.0000
xaaxaxxaaa,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.5644,0.7239,0.5148,0.7239,0.7239,0.3533,0.5644,0.5644,0.0000,1.0000,1.0000
aaa,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.6000,0.7227,0.7227,0.7227,0.7227,0.6000,0.6000,0.6000,1.0000,1.0000,1.0000
xxaxaxxxxx,1,all,5,2,0.3333,0.4000,0.2000,0.1000,0.1467,0.3008,0.3008,0.3008,0.3008,0.1467,0.1467,0.1467,0.0000,1.0000,1.0000
axaaxaaax,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.7595,0.8887,0.6548,0.8887,0.8887,0.4833,0.7595,0.7595,1.0000,1.0000,1.0000
xaxaxaxaxx,1,1,5,4,0.5000,0.4000,0.4000,0.2000,0.4000,0.5879,0.3601,0.5879,0.5879,0.2000,0.4000,0.4000,0.0000,1.0000,1.0000
xaxxxaxaax,1,1,5,4,0.5000,0.2000,0.4000,0.2000,0.3306,0.5439,0.2140,0.5439,0.5439,0.1000,0.3306,0.3306,0.0000,1.0000,1.0000
axxaax,1,all,5,3,1.0000,0.6000,0.3000,0.1500,0.4200,0.6164,0.6164,0.6164,0.6164,0.4200,0.4200,0.4200,1.0000,1.0000,1.0000
xxxaaxxaaa,1,all,5,5,0.2500,0.4000,0.5000,0.2500,0.3939,0.5844,0.2773,0.5844,0.5844,0.1300,0.3939,0.3939,0.0000,1.0000,1.0000
aaaxxxxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8111,0.9318,0.7227,0.9318,0.9318,0.6000,0.8111,0.8111,1.0000,1.0000,1.0000
aaxxxxaaxa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6857,0.8712,0.5531,0.8712,0.8712,0.4000,0.6857,0.6857,1.0000,1.0000,1.0000
xxxaxxaaxa,1,1,5,4,0.2500,0.2000,0.4000,0.2000,0.2621,0.4642,0.1461,0.4642,0.4642,0.0500,0.2621,0.2621,0.0000,1.0000,1.0000
xxxaaxxx,1,1,5,2,0.2500,0.4000,0.2000,0.1000,0.1300,0.2773,0.2773,0.2773,0.2773,0.1300,0.1300,0.1300,0.0000,1.0000,1.0000
xxaxaxx,1,all,5,2,0.3333,0.4000,0.2000,0.1000,0.1467,0.3008,0.3008,0.3008,0.3008,0.1467,0.1467,0.1467,0.0000,1.0000,1.0000
aaxaxxaaax,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7893,0.9193,0.6992,0.9193,0.9193,0.5500,0.7893,0.7893,1.0000,1.0000,1.0000
xaxaxaaax,1,1,5,5,0.5000,0.4000,0.5000,0.2500,0.5393,0.7009,0.3601,0.7009,0.7009,0.2000,0.5393,0.5393,0.0000,1.0000,1.0000
xaaaaxaxx,1,all,5,5,0.5000,0.8000,0.5000,0.2500,0.6862,0.7739,0.6608,0.7739,0.7739,0.5433,0.6862,0.6862,0.0000,1.0000,1.0000
xaxxaxxax,1,all,5,3,0.5000,0.4000,0.3000,0.1500,0.2550,0.4522,0.3452,0.4522,0.4522,0.1800,0.2550,0.2550,0.0000,1.0000,1.0000
xxxxxxxx,1,1,5,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
axaxxxxaxa,1,all,5,4,1.0000,0.4000,0.4000,0.2000,0.4883,0.7138,0.5087,0.7138,0.7138,0.3333,0.4883,0.4883,1.0000,1.0000,1.0000
aaxaaaaxxx,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.8767,0.9512,0.8304,0.9512,0.9512,0.7100,0.8767,0.8767,1.0000,1.0000,1.0000
xxaaaxxaax,1,all,5,5,0.3333,0.6000,0.5000,0.2500,0.4978,0.6559,0.4469,0.6559,0.6559,0.2867,0.4978,0.4978,0.0000,1.0000,1.0000
xaaaaxxaa,1,1,5,5,0.5000,0.8000,0.5000,0.2500,0.6683,0.7678,0.6608,0.7678,0.7678,0.5433,0.6683,0.6683,0.0000,1.0000,1.0000
aaaxaxax,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.9029,0.9670,0.8539,0.9670,0.9670,0.7600,0.9029,0.9029,1.0000,1.0000,1.0000
aaxaxaaaxx,1,1,5,5,1.0000,0.6000,0.5000,0.2500,0.8262,0.9331,0.6992,0.9331,0.9331,0.5500,0.8262,0.8262,1.0000,1.0000,1.0000
xaxxaxxaax,1,all,5,4,0.5000,0.4000,0.4000,0.2000,0.3439,0.5543,0.3452,0.5543,0.5543,0.1800,0.3439,0.3439,0.0000,1.0000,1.0000
xaaxxxxxxx,1,all,5,2,0.5000,0.4000,0.2000,0.1000,0.2333,0.3836,0.3836,0.3836,0.3836,0.2333,0.2333,0.2333,0.0000,1.0000,1.0000
xaxaxaaxax,1,all,5,5,0.5000,0.4000,0.5000,0.2500,0.5254,0.6960,0.3601,0.6960,0.6960,0.2000,0.5254,0.5254,0.0000,1.0000,1.0000
axxaaxxxax,1,1,5,4,1.0000,0.6000,0.4000,0.2000,0.5089,0.7185,0.6164,0.7185,0.7185,0.4200,0.5089,0.5089,1.0000,1.0000,1.0000
aaaaaxxxx,1,1,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xxxaaxaxxa,1,1,5,4,0.2500,0.4000,0.4000,0.2000,0.2957,0.4884,0.2773,0.4884,0.4884,0.1300,0.2957,0.2957,0.0000,1.0000,1.0000
axxxxxaaxx,1,1,5,3,1.0000,0.2000,0.3000,0.1500,0.3321,0.5592,0.3392,0.5592,0.5592,0.2000,0.3321,0.3321,1.0000,1.0000,1.0000
axaaaaxxx,1,1,5,5,1.0000,0.8000,0.5000,0.2500,0.8100,0.9068,0.7860,0.9068,0.9068,0.6433,0.8100,0.8100,1.0000,1.0000,1.0000
aaaaxaaaxa,1,all,5,5,1.0000,0.8000,0.5000,0.2500,0.9667,0.9896,0.8688,0.9896,0.9896,0.8000,0.9667,0.9667,1.0000,1.0000,1.0000
xxxxaxaaxx,1,all,5,3,0.2000,0.2000,0.3000,0.1500,0.1721,0.3513,0.1312,0.3513,0.3513,0.0400,0.1721,0.1721,0.0000,1.0000,1.0000
aaaaaxxax,1,all,5,5,1.0000,1.0000,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
xaaaaxxx,1,1,5,4,0.5000,0.8000,0.4000,0.2000,0.5433,0.6608,0.6608,0.6608,0.6608,0.5433,0.5433,0.5433,0.0000,1.0000,1.0000
axaaxxaa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.7226,0.8749,0.6548,0.8749,0.8749,0.4833,0.7226,0.7226,1.0000,1.0000,1.0000
aaaxxaxxa,1,all,5,5,1.0000,0.6000,0.5000,0.2500,0.8444,0.9456,0.7227,0.9456,0.9456,0.6000,0.8444,0.8444,1.0000,1.0000,1.0000
xaaaxaaaax,1,1,5,5,0.5000,0.6000,0.5000,0.2500,0.6595,0.7635,0.5296,0.7635,0.7635,0.3833,0.6595,0.6595,0.0000,1.0000,1.0000
axxaxaaaaa,1,all,5,5,1.0000,0.4000,0.5000,0.2500,0.6393,0.8261,0.4852,0.8261,0.8261,0.3000,0.6393,0.6393,1.0000,1.0000,1.0000
xaxax,1,all,5,2,0.5000,0.4000,0.2000,0.1000,0.2000,0.3601,0.3601,0.3601,0.3601,0.2000,0.2000,0.2000,0.0000,1.0000,1.0000
xxxxxxaxxa,1,1,5,2,0.1429,0.0000,0.2000,0.1000,0.0686,0.2111,0.0000,0.2111,0.2111,0.0000,0.0686,0.0686,0.0000,0.0000,1.0000
